SCO_id,positions_joined,GeneID,Entry.x,Reviewed.x,Entry Name.x,Protein names.x,Gene_Names_Original.x,Length.x,Gene Names (synonym).x,Entry.y,Reviewed.y,Entry Name.y,Protein names.y,Gene_Names_Original.y,Length.y,Gene Names (synonym).y,KEGG_ID,GO_Terms,GO_Count,Metabolic_Pathways,Pathway_Count,Regulating_TFs,TF_Count,Is_TF,Regulates_Genes,Target_Count,Has_UniProt,Has_KEGG,Has_GO,Has_Pathway,Has_TF_Regulation,Annotation_Score,In_Carbon_Metabolism,In_Amino_Acid_Metabolism,In_Secondary_Metabolism,In_Actinorhodin,In_Prodigiosin,In_Calcium_Dependent_Antibiotic,In_Coelimycin_P1,In_Methylenomycin,In_Desferrioxamine,Functional_Class
SCO1295,LIB#5:G3; LIB#5:H3,SCO1295,Q93IX5,unreviewed,Q93IX5_STRCO,AsnC-family transcriptional regulatory protein,SCO1295 SCBAC36F5.06,163.0,,Q93IX5,unreviewed,Q93IX5_STRCO,AsnC-family transcriptional regulatory protein,SCO1295 SCBAC36F5.06,163.0,,sco:SCO1295,GO:0043565,1,,0,"SCO2792,SCO4167,SCO7279",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1299,LIB#5:A4; LIB#5:B4,SCO1299,Q93IX1,unreviewed,Q93IX1_STRCO,Transcriptional regulatory protein,SCO1299 SCBAC36F5.10,148.0,,Q93IX1,unreviewed,Q93IX1_STRCO,Transcriptional regulatory protein,SCO1299 SCBAC36F5.10,148.0,,sco:SCO1299,GO:0043565,1,,0,"SCO2280,SCO3201",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1309,LIB#5:C4; LIB#5:D4,SCO1309,Q93IW1,unreviewed,Q93IW1_STRCO,Regulatory protein,SCO1309 SCBAC36F5.20c,115.0,,Q93IW1,unreviewed,Q93IW1_STRCO,Regulatory protein,SCO1309 SCBAC36F5.20c,115.0,,sco:SCO1309,GO:0003700;GO:0006355,2,,0,"SCO1309,SCO2869",2,True,"SCO0073,SCO1309,SCO1310,SCO1757,SCO1955,SCO1956,SCO2004,SCO4646,SCO5311",9,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1312,LIB#5:E4; LIB#5:F4,SCO1312,Q93IV8,unreviewed,Q93IV8_STRCO,Transcriptional regulatory protein,SCO1312 SCBAC36F5.23c,201.0,,Q93IV8,unreviewed,Q93IV8_STRCO,Transcriptional regulatory protein,SCO1312 SCBAC36F5.23c,201.0,,sco:SCO1312,,0,,0,"SCO1312,SCO1712,SCO5574,SCO7230",4,True,"SCO1312,SCO1313,SCO4373",3,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1325,LIB#5:G4; LIB#5:H4,SCO1325,Q9K408,unreviewed,Q9K408_STRCO,HTH hxlR-type domain-containing protein,SCO1325 2SCG61.07,157.0,,Q9K408,unreviewed,Q9K408_STRCO,HTH hxlR-type domain-containing protein,SCO1325 2SCG61.07,157.0,,sco:SCO1325,,0,,0,"SCO1191,SCO1325,SCO5170,SCO7061,SCO7742",5,True,"SCO0939,SCO0940,SCO1324,SCO1325",4,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1331,LIB#5:A5; LIB#5:B5,SCO1331,Q9K402,unreviewed,Q9K402_STRCO,Multi-domain regulatory protein,SCO1331 2SCG61.13,780.0,,Q9K402,unreviewed,Q9K402_STRCO,Multi-domain regulatory protein,SCO1331 2SCG61.13,780.0,,sco:SCO1331,GO:0006355,1,,0,"SCO3201,SCO3943,SCO4167,SCO4445,SCO5552,SCO5803,SCO6003,SCO7554,SCO7585",9,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1332,LIB#5:C5; LIB#5:D5,SCO1332,Q9K401,unreviewed,Q9K401_STRCO,RNA polymerase sigma factor 70 region 4 type 2 domain-containing protein,SCO1332 2SCG61.14c,290.0,,Q9K401,unreviewed,Q9K401_STRCO,RNA polymerase sigma factor 70 region 4 type 2 domain-containing protein,SCO1332 2SCG61.14c,290.0,,sco:SCO1332,,0,,0,"SCO1220,SCO3943,SCO4091,SCO4445",4,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1339,LIB#5:E5; LIB#5:F5,SCO1339,Q9K3Z4,unreviewed,Q9K3Z4_STRCO,Tetracyclin repressor-like C-terminal group 31 domain-containing protein,SCO1339 2SCG61.21,206.0,,Q9K3Z4,unreviewed,Q9K3Z4_STRCO,Tetracyclin repressor-like C-terminal group 31 domain-containing protein,SCO1339 2SCG61.21,206.0,,sco:SCO1339,,0,,0,"SCO0640,SCO5574",2,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1351,LIB#5:G5; LIB#5:H5,SCO1351,Q9K3Y2,unreviewed,Q9K3Y2_STRCO,Large transcriptional regulator,SCO1351 2SCG61.33,912.0,,Q9K3Y2,unreviewed,Q9K3Y2_STRCO,Large transcriptional regulator,SCO1351 2SCG61.33,912.0,,sco:SCO1351,GO:0006355,1,,0,"SCO2994,SCO4167,SCO5082,SCO5574",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1353,LIB#5:A6; LIB#5:B6,SCO1353,Q9K3Y1,unreviewed,Q9K3Y1_STRCO,Transcriptional regulator,SCO1353 2SCG61.35,343.0,,Q9K3Y1,unreviewed,Q9K3Y1_STRCO,Transcriptional regulator,SCO1353 2SCG61.35,343.0,,sco:SCO1353,GO:0043565;GO:0003677;GO:0006355,3,,0,"SCO0433,SCO0610,SCO1353,SCO2209,SCO2792,SCO7178",6,True,"SCO0322,SCO0407,SCO0432,SCO0571,SCO0846,SCO0847,SCO1352,SCO1353,SCO1649,SCO1650,SCO1715,SCO1863,SCO2012,SCO2372,SCO3627,SCO3628,SCO3721,SCO3897,SCO3898,SCO3917,SCO4010,SCO4024,SCO4581,SCO4704,SCO4705,SCO5206,SCO5292,SCO5293,SCO5446,SCO5486,SCO6079,SCO6149,SCO6150,SCO6153,SCO6334,SCO6335,SCO6645,SCO7176,SCO7177,SCO7283,SCO7284,SCO7695,SCO7696",43,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1358,LIB#5:C6; LIB#5:D6,SCO1358,Q9K3X6,unreviewed,Q9K3X6_STRCO,LysR-family transcriptional regulator,SCO1358 2SCG61.40c,303.0,,Q9K3X6,unreviewed,Q9K3X6_STRCO,LysR-family transcriptional regulator,SCO1358 2SCG61.40c,303.0,,sco:SCO1358,GO:0003700;GO:0006355,2,,0,SCO1358,1,True,"SCO1358,SCO1359,SCO1911,SCO1912,SCO2756,SCO2757",6,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1360,LIB#5:E6; LIB#5:F6,SCO1360,Q9AKA2,unreviewed,Q9AKA2_STRCO,GntR-family transcriptional regulator,SCO1360 SC10A9.02c,445.0,,Q9AKA2,unreviewed,Q9AKA2_STRCO,GntR-family transcriptional regulator,SCO1360 SC10A9.02c,445.0,,sco:SCO1360,GO:0003700;GO:0006355,2,,0,"SCO1360,SCO3201,SCO4167,SCO5574",4,True,"SCO1360,SCO1361",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1366,LIB#5:G6; LIB#5:H6,SCO1366,Q9AK96,unreviewed,Q9AK96_STRCO,Transcription regulator PadR N-terminal domain-containing protein,SCO1366 SC10A9.08c,217.0,,Q9AK96,unreviewed,Q9AK96_STRCO,Transcription regulator PadR N-terminal domain-containing protein,SCO1366 SC10A9.08c,217.0,,sco:SCO1366,,0,,0,"SCO1366,SCO2280,SCO3900,SCO4102,SCO7140,SCO7351",6,True,"SCO1366,SCO1367",2,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1370,LIB#5:A7; LIB#5:B7,SCO1370,Q9AK92,unreviewed,Q9AK92_STRCO,Two component system DNA binding response regulator,SCO1370 SC10A9.12,211.0,,Q9AK92,unreviewed,Q9AK92_STRCO,Two component system DNA binding response regulator,SCO1370 SC10A9.12,211.0,,sco:SCO1370,GO:0006355,1,,0,"SCO1289,SCO3144",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1376,LIB#5:C7; LIB#5:D7,SCO1376,Q9AK86,unreviewed,Q9AK86_STRCO,LacI-family transcriptional regulatory protein,SCO1376 SC10A9.18,356.0,,Q9AK86,unreviewed,Q9AK86_STRCO,LacI-family transcriptional regulatory protein,SCO1376 SC10A9.18,356.0,,sco:SCO1376,GO:0003677;GO:0006355,2,,0,"SCO1289,SCO4261",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1381,LIB#1:A5; LIB#1:A6,SCO1381,Q8CK30,unreviewed,Q8CK30_STRCO,HTH merR-type domain-containing protein,SCO1381 SC10A9.23c SC1A8A.01c,228.0,,Q8CK30,unreviewed,Q8CK30_STRCO,HTH merR-type domain-containing protein,SCO1381 SC10A9.23c SC1A8A.01c,228.0,,sco:SCO1381,GO:0003677;GO:0006355,2,,0,"SCO2209,SCO4270",2,True,"SCO1034,SCO1736,SCO2950,SCO3034,SCO3811,SCO3812,SCO5085,SCO5329,SCO5640",9,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1383,LIB#5:E7; LIB#5:F7,SCO1383,Q9KZP9,unreviewed,Q9KZP9_STRCO,HTH merR-type domain-containing protein,SCO1383 SC1A8A.03c,246.0,,Q9KZP9,unreviewed,Q9KZP9_STRCO,HTH merR-type domain-containing protein,SCO1383 SC1A8A.03c,246.0,,sco:SCO1383,GO:0003677;GO:0006355,2,,0,,0,True,"SCO2082,SCO2083,SCO3275,SCO6572",4,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1400,LIB#5:G7; LIB#5:H7,SCO1400,Q9KZN2,unreviewed,Q9KZN2_STRCO,DUF742 domain-containing protein,cvnC4 SCO1400 SC1A8A.20c,131.0,,Q9KZN2,unreviewed,Q9KZN2_STRCO,DUF742 domain-containing protein,cvnC4 SCO1400 SC1A8A.20c,131.0,,sco:SCO1400,,0,,0,SCO5082,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1410,LIB#5:A8; LIB#5:B8,SCO1410,Q9RKW9,unreviewed,Q9RKW9_STRCO,GntR-family transcriptional regulator,SCO1410 SC6D7.29,231.0,,Q9RKW9,unreviewed,Q9RKW9_STRCO,GntR-family transcriptional regulator,SCO1410 SC6D7.29,231.0,,sco:SCO1410,GO:0003700;GO:0006355,2,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1417,LIB#5:C8; LIB#5:D8,SCO1417,Q9RKX6,unreviewed,Q9RKX6_STRCO,GntR-family regulatory protein,SCO1417 SC6D7.22,500.0,,Q9RKX6,unreviewed,Q9RKX6_STRCO,GntR-family regulatory protein,SCO1417 SC6D7.22,500.0,,sco:SCO1417,GO:0003700;GO:0006355,2,,0,"SCO1289,SCO4167,SCO4261,SCO4391,SCO6775",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1425,LIB#5:E8; LIB#5:F8,SCO1425,Q9RKY4,unreviewed,Q9RKY4_STRCO,AsnC-family transcriptional regulatory protein,SCO1425 SC6D7.14,165.0,,Q9RKY4,unreviewed,Q9RKY4_STRCO,AsnC-family transcriptional regulatory protein,SCO1425 SC6D7.14,165.0,,sco:SCO1425,GO:0043565,1,,0,"SCO1289,SCO4421,SCO7140,SCO7351",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1430,LIB#5:G8; LIB#5:H8,SCO1430,Q9RKY8,unreviewed,Q9RKY8_STRCO,TetR-family transcriptional regulator,SCO1430 SC6D7.09,220.0,,Q9RKY8,unreviewed,Q9RKY8_STRCO,TetR-family transcriptional regulator,SCO1430 SC6D7.09,220.0,,sco:SCO1430,GO:0003677,1,,0,"SCO0610,SCO1430,SCO1712,SCO5803",4,True,"SCO0380,SCO0765,SCO0800,SCO0801,SCO1104,SCO1373,SCO1430,SCO1431,SCO1539,SCO1594,SCO1725,SCO1726,SCO1746,SCO1965,SCO2182,SCO2350,SCO2473,SCO2474,SCO2572,SCO2686,SCO2825,SCO2833,SCO3204,SCO3205,SCO3258,SCO3259,SCO3296,SCO3297,SCO3328,SCO3871,SCO3919,SCO3928,SCO4117,SCO4118,SCO4295,SCO4389,SCO4390,SCO4438,SCO4449,SCO4450,SCO4589,SCO4590,SCO4630,SCO4722,SCO4852,SCO4853,SCO5084,SCO5085,SCO5300,SCO5377,SCO5533,SCO5549,SCO5576,SCO5601,SCO5746,SCO5831,SCO5832,SCO5881,SCO6065,SCO6073,SCO6074,SCO6114,SCO6197,SCO6239,SCO6373,SCO6546,SCO6663,SCO6664,SCO6748,SCO6749,SCO6768,SCO6806,SCO6972,SCO6973,SCO6991,SCO7003,SCO7004,SCO7291,SCO7292,SCO7513,SCO7514,SCO7559,SCO7561,SCO7761,SCO7784",85,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1447,LIB#5:A9; LIB#5:B9,SCO1447,Q9L112,unreviewed,Q9L112_STRCO,ROK-family transcriptional regulatory protein,SCO1447 SCL6.04c,399.0,,Q9L112,unreviewed,Q9L112_STRCO,ROK-family transcriptional regulatory protein,SCO1447 SCL6.04c,399.0,,sco:SCO1447,,0,,0,"SCO1447,SCO3201,SCO4167,SCO5082",4,True,"SCO1447,SCO1448",2,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1458,LIB#5:C9; LIB#5:D9,SCO1458,Q9L101,unreviewed,Q9L101_STRCO,AsnC-family regulatory protein,SCO1458 SCL6.15c,150.0,,Q9L101,unreviewed,Q9L101_STRCO,AsnC-family regulatory protein,SCO1458 SCL6.15c,150.0,,sco:SCO1458,GO:0043565,1,,0,SCO3291,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1480,LIB#1:A7; LIB#1:A8,SCO1480,Q9KXR9,reviewed,IHF_STRCO,Integration host factor (Streptomyces integration host factor) (sIHF),sihF SC9C5.04c SCO1480,107.0,SC9C5.04c,Q9KXR9,reviewed,IHF_STRCO,Integration host factor (Streptomyces integration host factor) (sIHF),sihF SC9C5.04c SCO1480,107.0,SC9C5.04c,sco:SCO1480,GO:0003723;GO:0003735;GO:0006412;GO:0005840;GO:0003676,5,,0,SCO7140,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1489,LIB#1:A10; LIB#1:A9,SCO1489,Q7AKQ8,unreviewed,Q7AKQ8_STRCO,DNA-binding protein,bldD SCO1489 SC9C5.13,167.0,,Q7AKQ8,unreviewed,Q7AKQ8_STRCO,DNA-binding protein,bldD SCO1489 SC9C5.13,167.0,,sco:SCO1489,GO:0003677,1,,0,"SCO6003,SCO7351",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1564,LIB#5:E9; LIB#5:F9,SCO1564,Q9L1B8,unreviewed,Q9L1B8_STRCO,RNA polymerase sigma factor,SCO1564 SCL11.20c,166.0,,Q9L1B8,unreviewed,Q9L1B8_STRCO,RNA polymerase sigma factor,SCO1564 SCL11.20c,166.0,,sco:SCO1564,GO:0003700;GO:0006352;GO:0006355,3,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1568,LIB#5:G9; LIB#5:H9,SCO1568,Q9L1B3,unreviewed,Q9L1B3_STRCO,TetR-family transcriptional regulator,SCO1568 SCL24.04c,189.0,,Q9L1B3,unreviewed,Q9L1B3_STRCO,TetR-family transcriptional regulator,SCO1568 SCL24.04c,189.0,,sco:SCO1568,GO:0003677,1,,0,"SCO0344,SCO5552,SCO5942,SCO7552",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1576,LIB#1:A11; LIB#1:A12,SCO1576,Q9L1A5,reviewed,ARGR_STRCO,Arginine repressor,argR SCO1576 SCL24.12c,179.0,,Q9L1A5,reviewed,ARGR_STRCO,Arginine repressor,argR SCO1576 SCL24.12c,179.0,,sco:SCO1576,GO:0003700;GO:0006355,2,,0,SCO1289,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1587,LIB#5:A10; LIB#5:B10,SCO1587,O88047,unreviewed,O88047_STRCO,HTH-type transcriptional regulator NorG,SCO1587 SCI35.09c,480.0,,O88047,unreviewed,O88047_STRCO,HTH-type transcriptional regulator NorG,SCO1587 SCI35.09c,480.0,,sco:SCO1587,GO:0003700;GO:0006355,2,,0,"SCO2201,SCO3144,SCO5803",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1614,LIB#5:C10; LIB#5:D10,SCO1614,O88071,unreviewed,O88071_STRCO,Transcriptional regulator,SCO1614 SCI35.36,236.0,,O88071,unreviewed,O88071_STRCO,Transcriptional regulator,SCO1614 SCI35.36,236.0,,sco:SCO1614,GO:0003700;GO:0006355,2,,0,"SCO2859,SCO6675,SCO7585",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1616,LIB#5:E10; LIB#5:F10,SCO1616,O88073,unreviewed,O88073_STRCO,Transcriptional regulator,SCO1616 SCI35.38c,325.0,,O88073,unreviewed,O88073_STRCO,Transcriptional regulator,SCO1616 SCI35.38c,325.0,,sco:SCO1616,GO:0003700;GO:0006355,2,,0,"SCO1616,SCO3173,SCO6675",3,True,"SCO0680,SCO0681,SCO1616,SCO1617,SCO1868,SCO1869,SCO2355,SCO2435,SCO6113",9,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1619,LIB#5:G10; LIB#5:H10,SCO1619,Q9RJ82,unreviewed,Q9RJ82_STRCO,Regulatory protein,SCO1619 SCI41.02c,189.0,,Q9RJ82,unreviewed,Q9RJ82_STRCO,Regulatory protein,SCO1619 SCI41.02c,189.0,,sco:SCO1619,,0,,0,"SCO2213,SCO3201,SCO3694,SCO4167,SCO4215,SCO7230,SCO7585",7,True,SCO5576,1,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO1642,LIB#5:A11; LIB#5:B11,SCO1642,O87600,unreviewed,O87600_STRCO,LacI family regulator (Putative LacI family repressor),SCO1642 SCI41.25,350.0,,O87600,unreviewed,O87600_STRCO,LacI family regulator (Putative LacI family repressor),SCO1642 SCI41.25,350.0,,sco:SCO1642,GO:0003677;GO:0006355,2,,0,"SCO1642,SCO2209,SCO5574,SCO6599,SCO7585",5,True,"SCO1641,SCO1642,SCO7267",3,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1654,LIB#5:C11; LIB#5:D11,SCO1654,Q9RJ54,unreviewed,Q9RJ54_STRCO,Two-component response regulator,SCO1654 SCI41.37,223.0,,Q9RJ54,unreviewed,Q9RJ54_STRCO,Two-component response regulator,SCO1654 SCI41.37,223.0,,sco:SCO1654,GO:0006355,1,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1658,LIB#5:E11; LIB#5:F11,SCO1658,P15360,reviewed,GYLR_STRCO,Glycerol operon regulatory protein,gylR SCO1658 SCI46.03,254.0,,P15360,reviewed,GYLR_STRCO,Glycerol operon regulatory protein,gylR SCO1658 SCI46.03,254.0,,sco:SCO1658,GO:0003677;GO:0006355,2,,0,"SCO1658,SCO5803,SCO7351,SCO7497",4,True,"SCO1658,SCO1659",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1678,LIB#5:G11; LIB#5:H11,SCO1678,Q9AD89,unreviewed,Q9AD89_STRCO,Transcriptional regulator,SCO1678 SCI52.20c,233.0,,Q9AD89,unreviewed,Q9AD89_STRCO,Transcriptional regulator,SCO1678 SCI52.20c,233.0,,sco:SCO1678,GO:0003700;GO:0006355,2,,0,"SCO0640,SCO4450,SCO5917",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1691,LIB#5:A12; LIB#5:B12,SCO1691,Q9S261,unreviewed,Q9S261_STRCO,TetR transcriptional regulator,SCO1691 SCI30A.12c,251.0,,Q9S261,unreviewed,Q9S261_STRCO,TetR transcriptional regulator,SCO1691 SCI30A.12c,251.0,,sco:SCO1691,GO:0003677,1,,0,"SCO2209,SCO2280,SCO3144",3,True,"SCO0142,SCO0232,SCO0233,SCO0493,SCO0498,SCO0544,SCO0711,SCO0712,SCO0754,SCO0813,SCO0814,SCO0846,SCO0922,SCO0923,SCO0959,SCO1184,SCO1252,SCO1253,SCO1423,SCO1631,SCO1686,SCO1688,SCO1689,SCO1692,SCO1693,SCO1711,SCO1712,SCO1980,SCO1981,SCO2311,SCO2464,SCO2486,SCO2586,SCO3111,SCO3119,SCO3224,SCO3869,SCO3974,SCO4005,SCO4006,SCO4022,SCO4029,SCO4297,SCO4367,SCO4491,SCO4583,SCO4705,SCO4766,SCO5478,SCO5851,SCO5852,SCO5988,SCO6021,SCO6199,SCO6276,SCO6321,SCO7106,SCO7277,SCO7470,SCO7471",60,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1697,LIB#1:B1; LIB#1:B2,SCO1697,Q9S255,unreviewed,Q9S255_STRCO,MerR-family transcriptional regulator,SCO1697 SCI30A.18c,175.0,,Q9S255,unreviewed,Q9S255_STRCO,MerR-family transcriptional regulator,SCO1697 SCI30A.18c,175.0,,sco:SCO1697,GO:0003677;GO:0051537;GO:0006355;GO:0006979,4,,0,"SCO2280,SCO5082,SCO6299",3,True,"SCO0319,SCO1909,SCO2478,SCO2479,SCO4266,SCO4267,SCO5031,SCO5032,SCO7008",9,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1699,LIB#5:C12; LIB#5:D12,SCO1699,Q9S253,unreviewed,Q9S253_STRCO,Transcriptional regulator,SCO1699 SCI30A.20c,215.0,,Q9S253,unreviewed,Q9S253_STRCO,Transcriptional regulator,SCO1699 SCI30A.20c,215.0,,sco:SCO1699,GO:0003677,1,,0,SCO0582,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1702,LIB#5:E12; LIB#5:F12,SCO1702,Q9S250,unreviewed,Q9S250_STRCO,Transcriptional regulator,SCO1702 SCI30A.23,213.0,,Q9S250,unreviewed,Q9S250_STRCO,Transcriptional regulator,SCO1702 SCI30A.23,213.0,,sco:SCO1702,GO:0003677,1,,0,"SCO0433,SCO0610,SCO0840,SCO1289,SCO1703,SCO4167,SCO7539",7,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1703,LIB#5:G12; LIB#5:H12,SCO1703,Q9S249,unreviewed,Q9S249_STRCO,Transcriptional regulator,SCO1703 SCI30A.24,237.0,,Q9S249,unreviewed,Q9S249_STRCO,Transcriptional regulator,SCO1703 SCI30A.24,237.0,,sco:SCO1703,GO:0003700;GO:0006355,2,,0,"SCO0433,SCO0605,SCO0610,SCO1703,SCO2792,SCO3173,SCO4167",7,True,"SCO1702,SCO1703,SCO2905,SCO2906,SCO5620,SCO6141,SCO6142",7,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1712,LIB#6:A1; LIB#6:B1,SCO1712,Q8CK21,unreviewed,Q8CK21_STRCO,TetR-family transcriptional regulator,SCO1712 SCI11.01c SCI30A.33c,205.0,,Q8CK21,unreviewed,Q8CK21_STRCO,TetR-family transcriptional regulator,SCO1712 SCI11.01c SCI30A.33c,205.0,,sco:SCO1712,GO:0003677,1,,0,"SCO1691,SCO5574",2,True,"SCO0249,SCO0250,SCO0283,SCO0284,SCO0484,SCO0485,SCO1312,SCO1430,SCO1431,SCO1694,SCO1695,SCO1726,SCO1982,SCO1983,SCO2215,SCO2425,SCO2426,SCO2627,SCO2628,SCO2775,SCO2776,SCO2914,SCO2928,SCO2929,SCO3098,SCO3099,SCO3331,SCO3332,SCO3514,SCO3776,SCO3853,SCO4060,SCO4198,SCO4199,SCO4280,SCO4356,SCO4357,SCO4565,SCO4728,SCO5050,SCO5112,SCO5240,SCO5299,SCO5300,SCO5308,SCO5309,SCO6114,SCO6198,SCO6374,SCO6404,SCO6552,SCO6553,SCO6772,SCO6906,SCO7154,SCO7172,SCO7243,SCO7422,SCO7423",59,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1716,LIB#6:C1; LIB#6:D1,SCO1716,Q9S2B4,unreviewed,Q9S2B4_STRCO,GntR-family transcriptional regulator,SCO1716 SCI11.05,249.0,,Q9S2B4,unreviewed,Q9S2B4_STRCO,GntR-family transcriptional regulator,SCO1716 SCI11.05,249.0,,sco:SCO1716,GO:0003700;GO:0006355,2,,0,"SCO2209,SCO5574",2,True,"SCO1714,SCO1715",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1718,LIB#6:E1; LIB#6:F1,SCO1718,Q9S2B2,unreviewed,Q9S2B2_STRCO,Regulator,SCO1718 SCI11.07c,234.0,,Q9S2B2,unreviewed,Q9S2B2_STRCO,Regulator,SCO1718 SCI11.07c,234.0,,sco:SCO1718,GO:0003677,1,,0,"SCO1718,SCO3144,SCO7624",3,True,"SCO1718,SCO1719",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1723,LIB#6:G1; LIB#6:H1,SCO1723,Q9S2A7,unreviewed,Q9S2A7_STRCO,RNA polymerase sigma factor,SCO1723 SCI11.12c,185.0,,Q9S2A7,unreviewed,Q9S2A7_STRCO,RNA polymerase sigma factor,SCO1723 SCI11.12c,185.0,,sco:SCO1723,GO:0003700;GO:0006352;GO:0006355,3,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1728,LIB#6:A2; LIB#6:B2,SCO1728,Q9S2A2,unreviewed,Q9S2A2_STRCO,GntR-family transcriptional regulator,SCO1728 SCI11.17c,134.0,,Q9S2A2,unreviewed,Q9S2A2_STRCO,GntR-family transcriptional regulator,SCO1728 SCI11.17c,134.0,,sco:SCO1728,GO:0003700;GO:0006355,2,,0,,0,True,"SCO5376,SCO6479",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1736,LIB#6:C2; LIB#6:D2,SCO1736,Q9S294,unreviewed,Q9S294_STRCO,MarR-family transcriptional regulator,SCO1736 SCI11.25c,148.0,,Q9S294,unreviewed,Q9S294_STRCO,MarR-family transcriptional regulator,SCO1736 SCI11.25c,148.0,,sco:SCO1736,GO:0003700;GO:0006355,2,,0,"SCO1381,SCO1736,SCO2213,SCO4421,SCO4450,SCO5170,SCO5209,SCO6675,SCO7719",9,True,"SCO1736,SCO1737",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1745,LIB#6:E2; LIB#6:F2,SCO1745,Q9S285,unreviewed,Q9S285_STRCO,Two-component system response regulator,SCO1745 SCI11.34,221.0,,Q9S285,unreviewed,Q9S285_STRCO,Two-component system response regulator,SCO1745 SCI11.34,221.0,,sco:SCO1745,GO:0006355,1,,0,SCO4391,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO1778,LIB#6:G2; LIB#6:H2,SCO1778,Q9S222,unreviewed,Q9S222_STRCO,Transcriptional regulator,SCO1778 SCI51.18,548.0,,Q9S222,unreviewed,Q9S222_STRCO,Transcriptional regulator,SCO1778 SCI51.18,548.0,,sco:SCO1778,,0,,0,SCO0307,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
