gene_id,is_tf,functional_class,go_terms,metabolic_pathways,degree,in_degree,out_degree,betweenness_centrality,closeness_centrality,eigenvector_centrality
SCO_1861,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3948,False,,,Two-component system - Streptomyces coelicolor (path:sco02020),0,0,0,0.0,0.0,0.010977087289206643
SCO_6536,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7734,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7820,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6473,False,Carbon Metabolism; Secondary Metabolism,GO:0043880;GO:0016491,Butanoate metabolism - Streptomyces coelicolor (path:sco00650); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200),0,0,0,0.0,0.0,0.010977087289206643
SCO_5052,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6049,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4423,False,,GO:0004672;GO:0005524;GO:0006468,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6939,False,,GO:0005515,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2950,False,,GO:0003677;GO:0030527,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7876,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0623,False,,GO:0022857;GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6268,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5268,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7393,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4934,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4393,False,,GO:0097367;GO:1901135,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8281,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0741,False,,GO:0016491;GO:0008270,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0609,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2433,False,,GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7074,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7679,False,,GO:0055085;GO:0016020,Quorum sensing - Streptomyces coelicolor (path:sco02024),0,0,0,0.0,0.0,0.010977087289206643
SCO_6861,False,,GO:0004672;GO:0005524;GO:0006468,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2279,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2541,False,,GO:0022857;GO:0055085,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0373,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3013,False,,,Two-component system - Streptomyces coelicolor (path:sco02020),0,0,0,0.0,0.0,0.010977087289206643
SCO_5042,False,Carbon Metabolism; Secondary Metabolism,GO:0004333;GO:0006106;GO:0003824,Citrate cycle (TCA cycle) - Streptomyces coelicolor (path:sco00020); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Other carbon fixation pathways - Streptomyces coelicolor (path:sco00720); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200),0,0,0,0.0,0.0,0.010977087289206643
SCO_7337,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1456,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3606,True,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1288,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6870,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6082,False,Secondary Metabolism,GO:0004133;GO:0004553;GO:0005980;GO:0005975,Starch and sucrose metabolism - Streptomyces coelicolor (path:sco00500); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_7351,True,,GO:0003700;GO:0043565;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5393,False,,GO:0005524;GO:0016887,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0038,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7527,False,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7725,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1608,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3277,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6468,False,Secondary Metabolism,GO:0004609;GO:0008654,Glycerophospholipid metabolism - Streptomyces coelicolor (path:sco00564); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_7156,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7806,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4602,False,,GO:0016020,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_5912,False,,GO:0004222;GO:0008270;GO:0006508;GO:0005576,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1515,False,,GO:0015450;GO:0006886,Protein export - Streptomyces coelicolor (path:sco03060); Bacterial secretion system - Streptomyces coelicolor (path:sco03070),0,0,0,0.0,0.0,0.010977087289206643
SCO_0402,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2473,False,,GO:0016491,Nitrogen metabolism - Streptomyces coelicolor (path:sco00910); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Nitrogen cycle - Streptomyces coelicolor (path:sco01310),0,0,0,0.0,0.0,0.010977087289206643
SCO_2036,False,Amino Acid Metabolism; Secondary Metabolism,GO:0004834;GO:0006568,"Glycine, serine and threonine metabolism - Streptomyces coelicolor (path:sco00260); Phenylalanine, tyrosine and tryptophan biosynthesis - Streptomyces coelicolor (path:sco00400); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",0,0,0,0.0,0.0,0.010977087289206643
SCO_1563,False,,GO:0016747,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8150,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1767,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1665,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4832,False,,GO:0022857;GO:0055085;GO:0043190,ABC transporters - Streptomyces coelicolor (path:sco02010),0,0,0,0.0,0.0,0.010977087289206643
SCO_6232,False,,,Other glycan degradation - Streptomyces coelicolor (path:sco00511); Lysosome - Streptomyces coelicolor (path:sco04142),0,0,0,0.0,0.0,0.010977087289206643
SCO_5924,False,,GO:0055085;GO:0016020,ABC transporters - Streptomyces coelicolor (path:sco02010),0,0,0,0.0,0.0,0.010977087289206643
SCO_5659,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0396,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3183,False,,,One carbon pool by folate - Streptomyces coelicolor (path:sco00670); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Folate transport and metabolism - Streptomyces coelicolor (path:sco04981),0,0,0,0.0,0.0,0.010977087289206643
SCO_0261,False,,GO:0016740,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3122,False,,GO:0000287;GO:0003977;GO:0019134;GO:0000902;GO:0006048;GO:0009252;GO:0005737,Amino sugar and nucleotide sugar metabolism - Streptomyces coelicolor (path:sco00520); Biosynthesis of various nucleotide sugars - Streptomyces coelicolor (path:sco00541); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of nucleotide sugars - Streptomyces coelicolor (path:sco01250),0,0,0,0.0,0.0,0.010977087289206643
SCO_5161,False,,GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3192,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2151,False,,GO:0004129;GO:0022904;GO:0016020;GO:0009055,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_7548,False,,,Lysosome - Streptomyces coelicolor (path:sco04142),0,0,0,0.0,0.0,0.010977087289206643
SCO_4266,False,,GO:0016491,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5086,False,Secondary Metabolism,GO:0016491,Tetracycline biosynthesis - Streptomyces coelicolor (path:sco00253); Biosynthesis of type II polyketide backbone - Streptomyces coelicolor (path:sco01056); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_5452,False,,GO:0005524;GO:0016887,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2701,False,,GO:0005507;GO:0042438,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1731,False,,GO:0008757,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7438,True,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1561,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4749,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2453,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0690,False,,GO:0071949,Purine metabolism - Streptomyces coelicolor (path:sco00230); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Nucleotide metabolism - Streptomyces coelicolor (path:sco01232),0,0,0,0.0,0.0,0.010977087289206643
SCO_5502,False,,GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3470,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6025,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3550,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1749,False,,GO:0090529,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6168,False,,GO:0005515,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7580,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4573,False,,GO:0008137;GO:0042773,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_5623,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2285,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6053,False,,GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3174,False,,GO:0003824;GO:0004518;GO:0006281,Base excision repair - Streptomyces coelicolor (path:sco03410),0,0,0,0.0,0.0,0.010977087289206643
SCO_7285,False,,GO:0071949,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1710,False,,GO:0055085;GO:0016020;GO:0015137;GO:0015746,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2206,False,,GO:0008794,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1004,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3430,False,,GO:0003735;GO:0006412;GO:0005840,Ribosome - Streptomyces coelicolor (path:sco03010),0,0,0,0.0,0.0,0.010977087289206643
SCO_3235,False,,GO:0016887;GO:0005524,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5831,True,Carbon Metabolism; Secondary Metabolism,GO:0046912,Citrate cycle (TCA cycle) - Streptomyces coelicolor (path:sco00020); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); 2-Oxocarboxylic acid metabolism - Streptomyces coelicolor (path:sco01210); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230),0,0,0,0.0,0.0,0.010977087289206643
SCO_0386,False,Amino Acid Metabolism; Secondary Metabolism,GO:0004066;GO:0006529,"Alanine, aspartate and glutamate metabolism - Streptomyces coelicolor (path:sco00250); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",0,0,0,0.0,0.0,0.010977087289206643
SCO_1848,False,,GO:0003824;GO:0009236,Porphyrin metabolism - Streptomyces coelicolor (path:sco00860); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),0,0,0,0.0,0.0,0.010977087289206643
SCO_7997,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5465,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8224,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5950,False,,GO:0022857;GO:0055085,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5737,False,,GO:0003723;GO:0004654;GO:0006402,RNA degradation - Streptomyces coelicolor (path:sco03018),0,0,0,0.0,0.0,0.010977087289206643
SCO_0672,False,,GO:0043856;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3795,False,,GO:0005524;GO:0016874;GO:0000166;GO:0004812;GO:0006418,Aminoacyl-tRNA biosynthesis - Streptomyces coelicolor (path:sco00970),0,0,0,0.0,0.0,0.010977087289206643
SCO_2961,False,,GO:0016747,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0634,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7216,False,,GO:0022857;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3890,False,,GO:0016491;GO:0004791;GO:0019430;GO:0005737,Selenocompound metabolism - Streptomyces coelicolor (path:sco00450),0,0,0,0.0,0.0,0.010977087289206643
SCO_1086,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6178,False,,GO:0016810;GO:0005975,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5859,False,Secondary Metabolism,GO:0004325;GO:0006783,Porphyrin metabolism - Streptomyces coelicolor (path:sco00860); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),0,0,0,0.0,0.0,0.010977087289206643
SCO_4323,False,Secondary Metabolism,,Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_6213,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6806,False,,GO:0003677;GO:0006310;GO:0015074,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6089,False,,GO:0000179;GO:0000154,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3079,False,Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism,GO:0016747;GO:0016746,"Fatty acid degradation - Streptomyces coelicolor (path:sco00071); Valine, leucine and isoleucine degradation - Streptomyces coelicolor (path:sco00280); Lysine degradation - Streptomyces coelicolor (path:sco00310); Benzoate degradation - Streptomyces coelicolor (path:sco00362); Tryptophan metabolism - Streptomyces coelicolor (path:sco00380); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Glyoxylate and dicarboxylate metabolism - Streptomyces coelicolor (path:sco00630); Butanoate metabolism - Streptomyces coelicolor (path:sco00650); Other carbon fixation pathways - Streptomyces coelicolor (path:sco00720); Terpenoid backbone biosynthesis - Streptomyces coelicolor (path:sco00900); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Fatty acid metabolism - Streptomyces coelicolor (path:sco01212); Two-component system - Streptomyces coelicolor (path:sco02020)",0,0,0,0.0,0.0,0.010977087289206643
SCO_5725,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5265,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1499,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0033,False,,,Other glycan degradation - Streptomyces coelicolor (path:sco00511); Sphingolipid metabolism - Streptomyces coelicolor (path:sco00600); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Lysosome - Streptomyces coelicolor (path:sco04142),0,0,0,0.0,0.0,0.010977087289206643
SCO_2368,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5463,False,,GO:0003677;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8207,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6014,False,,GO:0022857;GO:0055085;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8146,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6817,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7971,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1507,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3515,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6128,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1948,False,,GO:0004181;GO:0008270;GO:0006508,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2269,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0082,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7372,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7789,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5255,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2918,False,,,Nicotinate and nicotinamide metabolism - Streptomyces coelicolor (path:sco00760); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240),0,0,0,0.0,0.0,0.010977087289206643
SCO_4056,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0113,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1846,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6878,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4599,False,,GO:0008137,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_7422,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0976,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1813,True,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1170,False,,GO:0004856;GO:0005997;GO:0016301;GO:0005975;GO:0016773,Pentose and glucuronate interconversions - Streptomyces coelicolor (path:sco00040); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_5548,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4457,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1164,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7336,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2245,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5869,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2878,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3688,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7092,False,,GO:0030598;GO:0017148,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6184,False,,GO:0016757,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1394,False,Secondary Metabolism,GO:0004553;GO:0005975,Galactose metabolism - Streptomyces coelicolor (path:sco00052); Starch and sucrose metabolism - Streptomyces coelicolor (path:sco00500); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110),0,0,0,0.0,0.0,0.010977087289206643
SCO_4481,False,,GO:0004672;GO:0005524;GO:0006468,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5228,False,,GO:0016747,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1777,False,,GO:0005975,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8191,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5243,False,,GO:0003700;GO:0006352;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2040,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2985,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6949,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0161,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6143,False,,GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5313,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3939,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8147,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_3406,False,,GO:0000166;GO:0005524;GO:0016879;GO:0008033,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7904,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0571,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_1544,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2130,False,,GO:0016787,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6591,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2086,False,Amino Acid Metabolism,GO:0005524;GO:0008764;GO:0008360;GO:0051301;GO:0005737;GO:0004326;GO:0009396,D-Amino acid metabolism - Streptomyces coelicolor (path:sco00470); Peptidoglycan biosynthesis - Streptomyces coelicolor (path:sco00550); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_3040,False,,GO:0008745;GO:0009253;GO:0008270,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2394,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7258,False,,GO:0003824,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0934,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0854,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_5972,False,,GO:0008171;GO:0008173;GO:0001510,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4783,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2501,True,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7274,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2851,False,,GO:0032977;GO:0016020,Quorum sensing - Streptomyces coelicolor (path:sco02024); Protein export - Streptomyces coelicolor (path:sco03060); Bacterial secretion system - Streptomyces coelicolor (path:sco03070),0,0,0,0.0,0.0,0.010977087289206643
SCO_2385,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6813,False,,GO:0003700;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6837,False,,GO:0015103;GO:0015297;GO:0016020,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0041,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7322,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7218,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6039,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4269,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0848,False,,GO:0016491,,0,0,0,0.0,0.0,0.010977087289206643
SCO_6881,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_4995,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0906,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_8195,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2440,True,,GO:0003677;GO:0006355,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2846,True,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0107,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_2627,False,Carbon Metabolism; Secondary Metabolism,GO:0016853;GO:0005975,Pentose phosphate pathway - Streptomyces coelicolor (path:sco00030); Fructose and mannose metabolism - Streptomyces coelicolor (path:sco00051); Carbon fixation by Calvin cycle - Streptomyces coelicolor (path:sco00710); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230),0,0,0,0.0,0.0,0.010977087289206643
SCO_4603,False,,GO:0016651;GO:0051539;GO:0016020,Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100),0,0,0,0.0,0.0,0.010977087289206643
SCO_3865,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_0546,False,Carbon Metabolism,GO:0004736;GO:0005524;GO:0006090;GO:0006094,Citrate cycle (TCA cycle) - Streptomyces coelicolor (path:sco00020); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Other carbon fixation pathways - Streptomyces coelicolor (path:sco00720); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230),0,0,0,0.0,0.0,0.010977087289206643
SCO_1287,False,,,,0,0,0,0.0,0.0,0.010977087289206643
SCO_7139,False,Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism,GO:0016491,"Glycolysis / Gluconeogenesis - Streptomyces coelicolor (path:sco00010); Ascorbate and aldarate metabolism - Streptomyces coelicolor (path:sco00053); Fatty acid degradation - Streptomyces coelicolor (path:sco00071); Valine, leucine and isoleucine degradation - Streptomyces coelicolor (path:sco00280); Lysine degradation - Streptomyces coelicolor (path:sco00310); Arginine and proline metabolism - Streptomyces coelicolor (path:sco00330); Histidine metabolism - Streptomyces coelicolor (path:sco00340); Tryptophan metabolism - Streptomyces coelicolor (path:sco00380); beta-Alanine metabolism - Streptomyces coelicolor (path:sco00410); Glycerolipid metabolism - Streptomyces coelicolor (path:sco00561); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Chloroalkane and chloroalkene degradation - Streptomyces coelicolor (path:sco00625); Pantothenate and CoA biosynthesis - Streptomyces coelicolor (path:sco00770); Limonene degradation - Streptomyces coelicolor (path:sco00903); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240)",0,0,0,0.0,0.0,0.010977087289206643
